fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
24.5;48.5;3.5;12.5;45.5;40.5;50.5;226.5;52.5;37.5;17.5;5.0
27.5;25.5;33.5;13.5;21.5;15.5;25.5;87.5;35.5;40.5;36.5;8.0
27.5;24.5;34.5;13.5;27.5;15.5;24.5;85.5;35.5;37.5;36.5;7.0
33.5;18.5;46.5;26.5;68.5;8.5;13.5;259.5;45.5;42.5;33.5;7.0
21.5;48.5;4.5;13.5;27.5;37.5;49.5;44.5;47.5;40.5;39.5;7.0
31.5;38.5;35.5;12.5;39.5;27.5;81.5;242.5;53.5;22.5;6.5;5.0
72.5;34.5;65.5;17.5;38.5;7.5;19.5;334.5;33.5;33.5;32.5;6.0
20.5;107.5;2.5;7.5;17.5;9.5;13.5;83.5;62.5;27.5;32.5;6.0
15.5;43.5;8.5;11.5;15.5;38.5;85.5;12.5;42.5;14.5;27.5;6.0
31.5;38.5;35.5;12.5;39.5;27.5;81.5;242.5;53.5;22.5;6.5;5.0
39.5;15.5;42.5;9.5;32.5;8.5;16.5;169.5;51.5;24.5;26.5;5.0
34.5;6.5;37.5;9.5;19.5;7.5;11.5;79.5;44.5;44.5;42.5;7.0
19.5;31.5;11.5;19.5;19.5;34.5;60.5;253.5;53.5;32.5;25.5;6.0
17.5;87.5;2.5;15.5;25.5;6.5;9.5;213.5;71.5;25.5;21.5;4.0
23.5;59.5;5.5;19.5;40.5;14.5;27.5;133.5;48.5;22.5;25.5;6.0
24.5;57.5;3.5;21.5;41.5;14.5;35.5;116.5;46.5;17.5;31.5;6.0
23.5;50.5;12.5;9.5;28.5;34.5;49.5;155.5;53.5;31.5;17.5;5.0
23.5;50.5;12.5;9.5;28.5;34.5;49.5;155.5;53.5;31.5;17.5;5.0
28.5;37.5;34.5;15.5;27.5;31.5;50.5;256.5;42.5;29.5;21.5;7.0
22.5;121.5;10.5;19.5;32.5;19.5;28.5;201.5;64.5;21.5;33.5;4.0
28.5;37.5;34.5;15.5;27.5;31.5;50.5;256.5;42.5;29.5;21.5;7.0
28.5;116.5;7.5;15.5;26.5;20.5;45.5;241.5;43.5;19.5;17.5;3.0
55.5;68.5;13.5;5.5;49.5;8.5;20.5;154.5;4.5;11.5;17.5;5.0
22.5;70.5;10.5;39.5;32.5;8.5;12.5;28.5;55.5;16.5;49.5;5.0
31.5;21.5;62.5;24.5;38.5;23.5;40.5;208.5;50.5;43.5;34.5;6.0
16.5;51.5;10.5;11.5;36.5;14.5;41.5;29.5;50.5;18.5;33.5;5.0
54.5;39.5;52.5;77.5;108.5;47.5;78.5;355.5;28.5;39.5;5.5;5.0
8.5;36.5;13.5;17.5;13.5;16.5;85.5;9.5;66.5;52.5;59.5;7.0
54.5;39.5;52.5;77.5;108.5;47.5;78.5;355.5;28.5;39.5;5.5;5.0
8.5;36.5;13.5;17.5;13.5;16.5;85.5;9.5;66.5;52.5;60.5;7.0
26.5;103.5;7.5;60.5;47.5;3.5;10.5;293.5;52.5;16.5;23.5;3.0
37.5;14.5;62.5;30.5;68.5;10.5;18.5;300.5;51.5;32.5;28.5;5.0
11.5;55.5;5.5;6.5;45.5;6.5;9.5;101.5;76.5;26.5;22.5;4.0
37.5;14.5;62.5;30.5;68.5;10.5;18.5;300.5;51.5;32.5;28.5;5.0
27.5;48.5;56.5;15.5;75.5;3.5;5.5;250.5;45.5;21.5;24.5;4.0
36.5;19.5;46.5;6.5;7.5;6.5;8.5;131.5;47.5;25.5;29.5;5.0
23.5;108.5;8.5;13.5;25.5;4.5;7.5;163.5;65.5;28.5;32.5;4.0
25.5;62.5;18.5;15.5;39.5;8.5;21.5;172.5;49.5;19.5;17.5;5.0
23.5;66.5;23.5;15.5;35.5;9.5;19.5;134.5;50.5;24.5;24.5;5.0
15.5;59.5;7.5;12.5;31.5;9.5;13.5;100.5;64.5;42.5;28.5;5.0
11.5;43.5;6.5;9.5;14.5;5.5;9.5;67.5;82.5;22.5;37.5;5.0
17.5;47.5;12.5;15.5;13.5;4.5;7.5;76.5;56.5;40.5;31.5;6.0
26.5;8.5;51.5;11.5;5.5;8.5;14.5;31.5;51.5;20.5;47.5;6.0
11.5;43.5;6.5;9.5;14.5;5.5;9.5;67.5;82.5;22.5;37.5;5.0
17.5;61.5;8.5;7.5;15.5;6.5;14.5;33.5;69.5;18.5;43.5;5.0
32.5;43.5;28.5;12.5;54.5;23.5;110.5;191.5;38.5;23.5;17.5;5.0
19.5;17.5;11.5;5.5;31.5;15.5;24.5;80.5;54.5;34.5;21.5;7.0
25.5;32.5;4.5;12.5;45.5;15.5;24.5;98.5;47.5;45.5;28.5;6.0
32.5;43.5;28.5;12.5;54.5;23.5;110.5;191.5;38.5;23.5;17.5;5.0
24.5;78.5;5.5;19.5;19.5;7.5;12.5;106.5;57.5;27.5;38.5;6.0
21.5;106.5;6.5;19.5;33.5;7.5;9.5;157.5;65.5;22.5;31.5;6.0
24.5;78.5;5.5;19.5;19.5;7.5;12.5;106.5;57.5;27.5;38.5;6.0
30.5;75.5;6.5;6.5;41.5;8.5;11.5;106.5;38.5;17.5;16.5;5.0
33.5;93.5;31.5;46.5;48.5;21.5;60.5;196.5;28.5;17.5;12.5;5.0
28.5;49.5;20.5;21.5;43.5;15.5;56.5;192.5;43.5;18.5;18.5;5.0
17.5;33.5;41.5;22.5;42.5;6.5;10.5;141.5;63.5;33.5;33.5;6.0
30.5;25.5;59.5;19.5;70.5;5.5;8.5;171.5;48.5;19.5;37.5;6.0
22.5;82.5;4.5;11.5;43.5;6.5;8.5;168.5;67.5;27.5;20.5;3.0
23.5;91.5;7.5;13.5;35.5;6.5;10.5;144.5;63.5;30.5;31.5;6.0
30.5;25.5;59.5;19.5;70.5;5.5;8.5;171.5;48.5;19.5;37.5;6.0
26.5;13.5;62.5;15.5;39.5;17.5;21.5;295.5;50.5;36.5;28.5;6.0
34.5;4.5;42.5;11.5;27.5;7.5;16.5;61.5;40.5;34.5;34.5;5.0
19.5;22.5;23.5;17.5;12.5;26.5;44.5;212.5;59.5;41.5;17.5;6.0
26.5;68.5;6.5;15.5;33.5;19.5;23.5;245.5;56.5;31.5;18.5;5.0
19.5;88.5;6.5;17.5;26.5;11.5;13.5;161.5;65.5;29.5;25.5;6.0
19.5;46.5;17.5;11.5;43.5;17.5;61.5;20.5;45.5;24.5;26.5;6.0
24.5;97.5;23.5;43.5;39.5;16.5;61.5;306.5;65.5;36.5;10.5;6.0
24.5;97.5;23.5;43.5;39.5;16.5;61.5;306.5;65.5;36.5;11.5;6.0
16.5;18.5;27.5;19.5;36.5;23.5;54.5;189.5;54.5;61.5;28.5;5.0
20.5;42.5;8.5;13.5;28.5;29.5;40.5;95.5;50.5;47.5;24.5;6.0
29.5;36.5;48.5;17.5;75.5;7.5;16.5;200.5;44.5;27.5;26.5;5.0
21.5;70.5;10.5;24.5;70.5;14.5;23.5;214.5;56.5;22.5;23.5;5.0
20.5;42.5;8.5;13.5;28.5;29.5;40.5;95.5;50.5;47.5;24.5;6.0
24.5;37.5;22.5;12.5;47.5;9.5;19.5;158.5;51.5;7.5;7.5;4.0
16.5;18.5;27.5;19.5;36.5;23.5;54.5;189.5;54.5;61.5;28.5;5.0
23.5;37.5;27.5;13.5;41.5;29.5;57.5;123.5;46.5;24.5;25.5;5.0
15.5;31.5;21.5;13.5;40.5;22.5;43.5;116.5;51.5;42.5;21.5;6.0
22.5;37.5;10.5;15.5;29.5;18.5;30.5;139.5;45.5;28.5;17.5;5.0
23.5;36.5;10.5;17.5;29.5;18.5;34.5;140.5;42.5;29.5;16.5;6.0
26.5;42.5;9.5;9.5;36.5;15.5;20.5;108.5;41.5;30.5;31.5;6.0
34.5;15.5;51.5;17.5;61.5;21.5;55.5;247.5;43.5;31.5;22.5;6.0
26.5;68.5;10.5;15.5;28.5;43.5;48.5;173.5;54.5;24.5;23.5;6.0
21.5;33.5;11.5;17.5;28.5;9.5;14.5;75.5;54.5;33.5;36.5;6.0
16.5;71.5;12.5;27.5;46.5;13.5;24.5;188.5;72.5;30.5;23.5;5.0
27.5;42.5;15.5;13.5;23.5;18.5;18.5;150.5;33.5;32.5;19.5;6.0
35.5;26.5;32.5;12.5;39.5;32.5;80.5;249.5;51.5;25.5;6.5;5.0
21.5;46.5;16.5;21.5;29.5;13.5;25.5;57.5;54.5;26.5;40.5;7.0
25.5;45.5;15.5;17.5;40.5;15.5;31.5;162.5;48.5;23.5;17.5;6.0
16.5;42.5;10.5;12.5;42.5;24.5;41.5;121.5;72.5;32.5;24.5;6.0
9.5;48.5;10.5;12.5;24.5;20.5;27.5;93.5;62.5;28.5;23.5;6.0
17.5;59.5;11.5;22.5;46.5;15.5;22.5;129.5;69.5;27.5;43.5;5.0
27.5;26.5;34.5;11.5;30.5;34.5;56.5;247.5;58.5;42.5;19.5;5.0
17.5;41.5;10.5;47.5;36.5;11.5;28.5;199.5;68.5;27.5;39.5;6.0
29.5;11.5;31.5;17.5;19.5;19.5;45.5;215.5;52.5;40.5;32.5;7.0
22.5;100.5;4.5;12.5;29.5;29.5;34.5;87.5;42.5;20.5;30.5;6.0
66.5;33.5;44.5;17.5;29.5;14.5;15.5;275.5;37.5;21.5;25.5;6.0
39.5;24.5;45.5;19.5;28.5;12.5;15.5;137.5;29.5;45.5;35.5;7.0
20.5;57.5;35.5;11.5;24.5;16.5;24.5;124.5;48.5;28.5;22.5;6.0
25.5;47.5;4.5;13.5;37.5;17.5;22.5;151.5;48.5;25.5;23.5;5.0
18.5;51.5;12.5;7.5;13.5;12.5;22.5;20.5;67.5;15.5;44.5;5.0
67.5;28.5;52.5;13.5;64.5;19.5;46.5;286.5;22.5;22.5;25.5;5.0
29.5;22.5;32.5;11.5;39.5;17.5;20.5;66.5;36.5;34.5;37.5;8.0
26.5;66.5;2.5;19.5;52.5;17.5;22.5;286.5;57.5;17.5;13.5;5.0
26.5;64.5;2.5;19.5;48.5;18.5;23.5;279.5;56.5;18.5;12.5;5.0
18.5;66.5;3.5;38.5;67.5;32.5;50.5;159.5;63.5;30.5;36.5;6.0
28.5;77.5;2.5;17.5;45.5;18.5;24.5;278.5;53.5;24.5;12.5;5.0
21.5;100.5;4.5;21.5;27.5;15.5;19.5;185.5;66.5;24.5;33.5;6.0
25.5;46.5;19.5;9.5;30.5;15.5;20.5;109.5;56.5;32.5;27.5;7.0
21.5;104.5;6.5;17.5;31.5;12.5;16.5;191.5;65.5;20.5;19.5;5.0
21.5;100.5;4.5;21.5;27.5;15.5;19.5;185.5;66.5;24.5;33.5;6.0
24.5;57.5;35.5;70.5;112.5;54.5;106.5;287.5;34.5;20.5;13.5;5.0
33.5;51.5;28.5;13.5;45.5;31.5;108.5;181.5;33.5;16.5;19.5;5.0
33.5;51.5;28.5;13.5;45.5;31.5;108.5;181.5;33.5;16.5;19.5;5.0
33.5;51.5;28.5;13.5;45.5;31.5;108.5;181.5;33.5;16.5;19.5;5.0
27.5;69.5;15.5;13.5;41.5;12.5;16.5;134.5;41.5;18.5;22.5;5.0
27.5;69.5;15.5;13.5;41.5;12.5;16.5;134.5;41.5;18.5;22.5;5.0
27.5;69.5;15.5;13.5;41.5;12.5;16.5;134.5;41.5;18.5;22.5;5.0
22.5;64.5;4.5;12.5;26.5;26.5;38.5;95.5;51.5;46.5;32.5;6.0
22.5;3.5;66.5;15.5;24.5;24.5;48.5;98.5;46.5;35.5;35.5;6.0
27.5;69.5;15.5;13.5;41.5;12.5;16.5;134.5;41.5;18.5;22.5;5.0
25.5;46.5;15.5;7.5;42.5;25.5;38.5;187.5;46.5;23.5;9.5;5.0
17.5;40.5;16.5;12.5;21.5;15.5;30.5;56.5;60.5;21.5;38.5;6.0
19.5;22.5;55.5;17.5;112.5;19.5;31.5;29.5;49.5;57.5;47.5;6.0
19.5;25.5;16.5;17.5;4.5;15.5;21.5;109.5;56.5;29.5;34.5;6.0
28.5;68.5;34.5;17.5;34.5;35.5;99.5;188.5;45.5;15.5;13.5;5.0
15.5;48.5;22.5;21.5;40.5;15.5;46.5;83.5;70.5;31.5;48.5;6.0
11.5;17.5;78.5;78.5;39.5;23.5;88.5;223.5;51.5;12.5;26.5;6.0
30.5;41.5;42.5;17.5;25.5;12.5;16.5;89.5;38.5;28.5;41.5;6.0
35.5;16.5;65.5;7.5;46.5;16.5;25.5;161.5;42.5;42.5;31.5;6.0
17.5;70.5;17.5;54.5;41.5;13.5;23.5;181.5;66.5;24.5;42.5;6.0
23.5;64.5;17.5;11.5;79.5;13.5;16.5;130.5;54.5;31.5;36.5;6.0
17.5;46.5;11.5;9.5;18.5;24.5;28.5;59.5;66.5;24.5;36.5;5.0
29.5;21.5;35.5;21.5;33.5;9.5;22.5;85.5;48.5;24.5;42.5;6.0
17.5;46.5;11.5;9.5;18.5;24.5;28.5;59.5;66.5;24.5;36.5;5.0
16.5;73.5;12.5;24.5;18.5;13.5;23.5;40.5;69.5;14.5;42.5;5.0
17.5;35.5;31.5;15.5;39.5;32.5;93.5;154.5;45.5;26.5;18.5;5.0
22.5;18.5;46.5;21.5;26.5;24.5;30.5;93.5;41.5;44.5;39.5;7.0
27.5;26.5;46.5;24.5;31.5;22.5;44.5;98.5;42.5;48.5;38.5;6.0
30.5;17.5;43.5;21.5;30.5;34.5;56.5;98.5;46.5;49.5;37.5;6.0
13.5;53.5;13.5;11.5;31.5;18.5;24.5;93.5;67.5;30.5;32.5;6.0
27.5;62.5;35.5;22.5;33.5;34.5;97.5;62.5;39.5;42.5;51.5;6.0
21.5;75.5;22.5;71.5;38.5;29.5;75.5;281.5;41.5;18.5;9.5;5.0
18.5;45.5;17.5;11.5;42.5;26.5;31.5;21.5;44.5;46.5;39.5;6.0
9.5;78.5;11.5;9.5;54.5;16.5;22.5;59.5;77.5;20.5;39.5;6.0
18.5;40.5;15.5;19.5;41.5;29.5;36.5;151.5;54.5;39.5;33.5;6.0
23.5;55.5;10.5;12.5;33.5;28.5;34.5;204.5;54.5;46.5;13.5;6.0
17.5;51.5;10.5;13.5;55.5;32.5;40.5;96.5;57.5;22.5;26.5;5.0
14.5;45.5;12.5;17.5;27.5;39.5;47.5;109.5;64.5;40.5;35.5;6.0
18.5;40.5;15.5;19.5;41.5;29.5;36.5;151.5;54.5;39.5;33.5;6.0
14.5;60.5;14.5;13.5;40.5;32.5;40.5;135.5;69.5;35.5;23.5;5.0
15.5;17.5;49.5;36.5;32.5;18.5;38.5;136.5;51.5;30.5;33.5;6.0
